grid_id,iso_week,cumulative_rainfall_mm,ndvi
LS-00429,2026-W30,4.636874675750732,0.8116752722499962
LS-00430,2026-W30,4.636874675750732,0.8431232007155849
LS-00431,2026-W30,4.636874675750732,0.8562781852366312
LS-00432,2026-W30,4.636874675750732,0.7710687598030609
LS-00433,2026-W30,4.636874675750732,0.7581425975884367
LS-00434,2026-W30,4.636874675750732,0.6176814019044005
LS-00435,2026-W30,4.636874675750732,0.708200773439169
LS-00436,2026-W30,4.636874675750732,0.6530179412039295
LS-00437,2026-W30,4.636874675750732,0.5189311079225362
LS-00438,2026-W30,4.636874675750732,0.8263851754690454
LS-00439,2026-W30,4.636874675750732,0.3797029382700953
LS-00440,2026-W30,4.636874675750732,0.7386699908050419
LS-00441,2026-W30,4.636874675750732,0.7908068441172326
LS-00442,2026-W30,4.636874675750732,0.7294859760453313
LS-00443,2026-W30,4.636874675750732,0.683464487759832
LS-00444,2026-W30,4.636874675750732,0.7991238673031299
LS-00445,2026-W30,4.636874675750732,0.7775035130450365
LS-00446,2026-W30,4.636874675750732,0.6702628247568593
LS-00447,2026-W30,4.636874675750732,0.5792503121675555
LS-00448,2026-W30,4.636874675750732,0.6548086693022857
LS-00449,2026-W30,4.636874675750732,0.7375877683545436
LS-00450,2026-W30,4.636874675750732,0.5065157290215206
LS-00451,2026-W30,4.636874675750732,0.7734116084392204
LS-00452,2026-W30,4.636874675750732,0.7663148323426572
LS-00453,2026-W30,4.636874675750732,0.7212331451090704
LS-00454,2026-W30,4.636874675750732,0.7405443541363479
LS-00455,2026-W30,4.636874675750732,0.7586170096822161
LS-00456,2026-W30,4.636874675750732,0.5791283332394935
LS-00457,2026-W30,4.636874675750732,0.6592668183214229
LS-00458,2026-W30,4.636874675750732,0.6148636748697393
LS-00459,2026-W30,4.636874675750732,0.46976854618799996
LS-00460,2026-W30,4.636874675750732,0.5719391535434823
LS-00461,2026-W30,4.636874675750732,0.7399240294534716
LS-00462,2026-W30,4.636874675750732,0.6983678098737791
LS-00463,2026-W30,4.636874675750732,0.8089584600752977
LS-00464,2026-W30,4.636874675750732,0.5717832360312453
LS-00465,2026-W30,4.636874675750732,0.778764827294097
LS-00466,2026-W30,4.636874675750732,0.731949320526242
LS-00467,2026-W30,4.636874675750732,0.8379822351383213
LS-00468,2026-W30,4.636874675750732,0.7184939068963887
LS-00469,2026-W30,4.636874675750732,0.47930589280511754
LS-00470,2026-W30,4.636874675750732,0.5171292167757457
LS-00471,2026-W30,4.636874675750732,0.7007760983794279
LS-00472,2026-W30,4.636874675750732,0.6773519633721166
LS-00473,2026-W30,4.636874675750732,0.769824080337655
LS-00474,2026-W30,4.636874675750732,0.7656914569621863
LS-00475,2026-W30,4.636874675750732,0.7581926404519914
LS-00476,2026-W30,4.636874675750732,0.7086647016358687
LS-00477,2026-W30,4.636874675750732,0.7650213086054439
LS-00478,2026-W30,4.636874675750732,0.8240190534775883
LS-00479,2026-W30,4.636874675750732,0.4334676730182197
LS-00480,2026-W30,4.636874675750732,0.7926350823174116
LS-00481,2026-W30,4.636874675750732,0.8244115068522944
LS-00482,2026-W30,4.636874675750732,0.6629824711224005
